geneSymbol,cellName,tissueType,cellType
"ENG, CD44, NT5E, THY1",Mesenchymal stem cell,Synovial fluid,Normal cell
CD4,T helper cell,Salivary gland,Normal cell
CD5,T cell,Salivary gland,Normal cell
CD5,B1 cell,Salivary gland,Normal cell
MS4A1,B cell,Salivary gland,Normal cell
SDC1,Plasma cell,Salivary gland,Normal cell
"BCL6, [CD3D, CD3E, CD3G]",Follicular helper (Tfh) T cell,Salivary gland,Normal cell
"CCR6, MCAM",T helper17 (Th17) cell,Peripheral blood,Normal cell
"ENG, NT5E, THY1",Adipose-derived stem cell,Adipose tissue,Normal cell
KRT19,Cancer stem cell,Undefined,Cancer cell
MCAM,Mesenchymal progenitor cell,Bone marrow,Normal cell
ALDH1A1,Dental pulp stem cell,Dental pulp,Normal cell
PECAM1,Endothelial cell,Lung,Normal cell
LGALS3,Basal cell,Undefined,Cancer cell
"ENG, CD14, CD19, PECAM1, CD34, CD44, PTPRC, NT5E, THY1",Mesenchymal stromal cell,Tonsil,Normal cell
"ENG, CD14, CD19, PECAM1, CD34, CD44, PTPRC, NT5E, THY1",Mesenchymal stromal cell,Bone marrow,Normal cell
"ENG, CD44, NT5E",Mesenchymal stem cell,Amniotic membrane,Normal cell
"PROM1, CD34, KDR",Endothelial progenitor cell,Blood,Normal cell
PROM1,Cancer stem cell,Undefined,Cancer cell
CEACAM8,Granulocyte,Blood,Normal cell
"CD14, [FCGR3A, FCGR3B]",Classical monocyte,Blood,Normal cell
"CD14, [FCGR3A, FCGR3B]",Intermediate monocyte,Blood,Normal cell
"CD14, [FCGR3A, FCGR3B]",Non-classical monocyte,Blood,Normal cell
Albumin family,Hepatocyte,Liver,Normal cell
MCAM,Endothelial cell,Liver,Normal cell
ACTA2,Ito cell (hepatic stellate cell),Liver,Normal cell
"CD14, CD163, CD68",Kupffer cell,Liver,Normal cell
ITGA2,Hematopoietic stem cell,Umbilical cord blood,Normal cell
"Calponin family, TP63",Myoepithelial cell,Undefined,Cancer cell
LGR5,Gastric stem cell,Gastric gland,Normal cell
LGR5,Cancer stem cell,Undefined,Cancer cell
CD44,Side-population cell,Undefined,Cancer cell
TNFRSF18,Regulatory T (Treg) cell,Blood,Normal cell
ALCAM,Cancer stem cell,Undefined,Cancer cell
"CD24, CD44",Cancer stem cell,Breast,Cancer cell
ITGA6,Mesenchymal stem cell,Bone marrow,Normal cell
IL1RAP,Cancer stem cell,Undefined,Cancer cell
CD9,Germinal center B cell,Tonsil,Normal cell
IPO13,Endometrial stem cell,Endometrium,Cancer cell
IPO13,Endometrial progenitor cell,Endometrium,Cancer cell
"KIT, NA",Cancer stem cell,Undefined,Cancer cell
IL1RAP,Cancer stem cell,Peripheral blood,Cancer cell
IL1RAP,Cancer stem cell,Bone marrow,Cancer cell
PROM1,Cancer stem cell,Undefined,Cancer cell
KIT,Retinal progenitor cell,Retina,Normal cell
"ENG, CD34, THY1, NA",Mesenchymal stem cell,Oral mucosa,Normal cell
"LOR, SFN",Vaginal cell,Vagina,Normal cell
NCAM1,Muscle satellite cell,Muscle,Normal cell
"CD34, PECAM1",Endothelial cell,Muscle,Normal cell
"CD34, PECAM1",Inflammatory cell,Muscle,Normal cell
CD14,Macrophage,Bone marrow,Cancer cell
"CD14, PTPRC",Lymphocyte,Bone marrow,Cancer cell
"CD14, PTPRC, EPCAM",Epithelial cell,Bone marrow,Cancer cell
CD44,Cancer stem cell,Stomach,Cancer cell
"ITGB1, KIT",Spermatogonium,Testis,Normal cell
GP1BA,Platelet,Liver,Normal cell
Aldehyde dehydrogenase 1 family,Cancer stem cell,Undefined,Cancer cell
"KIT, MKI67",Vascular stem cell,Blood,Normal cell
"KIT, MKI67",Vascular progenitor cell,Blood,Normal cell
CD44,Cancer stem cell,Blood,Cancer cell
"MME, NT5E, THY1",Mesenchymal stem cell,Bone marrow,Normal cell
ABCG2,Keratinocyte progenitor cell,Skin,Normal cell
"ENG, ITGB1, PECAM1, CD34, CD44, ITGA4, NT5E, THY1",Adipose-derived stem cell,Abdominal adipose tissue,Normal cell
ITGB1,Adipose progenitor cell,Adipose tissue,Normal cell
CD44,Cancer stem cell,Undefined,Cancer cell
CD19,B cell,Blood,Normal cell
"[CD3D, CD3E, CD3G], CD8A",T cell,Blood,Normal cell
"[FCGR3A, FCGR3B], NCAM1",Natural killer cell,Blood,Normal cell
ICAM1,Cancer stem cell,Undefined,Cancer cell
ALDH1A1,Cancer stem cell,Breast,Cancer cell
"CD24, CD44",Cancer stem cell,Breast,Cancer cell
PECAM1,Endothelial progenitor cell,Umbilical cord blood,Normal cell
"PROM1, FLOT2",Cancer stem cell,Venous blood,Cancer cell
PDPN,Myoepithelial cell,Parotid gland,Cancer cell
FUT4,Epithelial cell,Endometrium,Normal cell
PROM1,Cancer stem cell,Undefined,Cancer cell
LVRN,Trophoblast cell,Placenta,Normal cell
"PROM1, FUT4",Cancer stem cell,Brain,Cancer cell
"ENG, ITGAM, MCAM, CD34, PTPRC",Endothelial cell,Antecubital vein,Normal cell
"ALCAM, CD24, CD44",Intestinal stem cell,Intestinal crypt,Normal cell
"ITGB1, CD34, GP1BA, THY1",Endometrial stromal stem cell,Endometrium stroma,Normal cell
"ENG, PECAM1, CD34, PTPRC, THY1",Adipose-derived stem cell,Adipose tissue,Normal cell
CD44,Cancer stem cell,Undefined,Cancer cell
"MME, ENG, ANPEP, ALCAM, ITGB1, CD44, TFRC, NT5E, THY1",Adipose-derived stromal cell,Adipose tissue,Normal cell
"IL7R, IL2RA, CD4, FOXP3",Induced regulatory T (Treg) cell,Peripheral blood,Normal cell
EPCAM,Cancer stem cell,Eye,Cancer cell
LGR5,Corneal limbal stem cell,Limbal epithelium,Normal cell
ALDH family,Cancer stem cell,Undefined,Cancer cell
"PDGFRA, CASP3",Mesenchymal stem cell,Bone marrow,Normal cell
MCAM,Mesenchymal progenitor cell,Muscle,Normal cell
MCAM,Mesenchymal progenitor cell,Bone,Normal cell
MCAM,Mesenchymal progenitor cell,Adipose tissue,Normal cell
MCAM,Mesenchymal progenitor cell,Cartilage,Normal cell
"ALDH1A1, CD44, PTPRC, NT5E, THY1, NA",Dental pulp stem cell,Dental pulp,Normal cell
CMAHP,Hematopoietic stem cell,Umbilical cord blood,Normal cell
CMAHP,Mesenchymal stem cell,Umbilical cord blood,Normal cell
FABP5,Epidermal transit amplifying cell,Foreskin,Normal cell
CD34,Submandibular gland stem cell,Submandibular gland,Normal cell
CD44,Serous acinar cell,Salivary gland,Normal cell
ALCAM,Mucous acinar cell,Salivary gland,Normal cell
"NCAM1, GZMB, TIA1",Lymphoid cell,Blood,Normal cell
ISL1,Multipotent progenitor cell,Heart,Normal cell
CD68,Macrophage,Retinal pigment epithelium,Normal cell
B4GALT5,EBV+ B lymphoma cell,Lymph,Cancer cell
B4GALT5,EBV+ B lymphoma cell,Kidney,Cancer cell
B4GALT5,EBV+ B lymphoma cell,Liver,Cancer cell
"KRT19, EGF, GSTP1, H19, HGF, NA",Liver stem cell,Liver,Cancer cell
MAGEA4,Premeiotic germ cell,Testis,Cancer cell
MAGEA4,Primordial germ cell,Testis,Cancer cell
FAP,Mesenchymal stromal cell,Bone marrow,Normal cell
TFRC,Megakaryocyte progenitor cell,Subcutaneous adipose tissue,Normal cell
"ANPEP, CD34, HLA-DR family",Blast cell,Bone marrow,Cancer cell
LGR5,Intestinal stem cell,Gastrointestinal tract,Normal cell
"PROM1, CD34",Cancer stem cell,Undefined,Cancer cell
MS4A1,B cell,Blood,Normal cell
"ITGA2B, ITGB3",Megakaryocyte,Umbilical cord blood,Normal cell
"DDR1, DNER",Endocrine progenitor cell,Pancreas,Normal cell
HEPACAM2,Beta cell,Pancreas,Normal cell
"DISP2, LRP11, SEZ6L2, SLC30A8, Solute carrier family 30",Endocrine cell,Pancreas,Normal cell
DCLK1,Intestinal stem cell,Esophagus,Normal cell
DCLK1,Intestinal stem cell,Esophagus,Cancer cell
"[IL18R1, IL18RAP], IL1RL1",Lymphocyte,Undefined,Normal cell
MPO,Neutrophil,Brain,Normal cell
"[CD3D, CD3E, CD3G]",T cell,Brain,Normal cell
MS4A1,B cell,Brain,Normal cell
KLRB1,T helper17 (Th17) cell,Umbilical cord blood,Normal cell
PROM1,Early hematopoietic cell,Blood,Normal cell
"[CD3D, CD3E, CD3G], CD4, CD8A",T cell,Lymphoid tissue,Normal cell
"NA, MS4A1, CD40, CD74, CD80, CD86",B cell,Lymphoid tissue,Normal cell
"[CD3D, CD3E, CD3G], CD4, CD8A",T cell,Lymphoid tissue,Cancer cell
"NA, MS4A1, CD40, CD74, CD80, CD86",B cell,Lymphoid tissue,Cancer cell
TP63,Myoepithelial cell,Breast,Normal cell
"MCAM, PTPRC",Endothelial cell,Blood,Normal cell
ALCAM,Mesenchymal progenitor cell,Cartilage,Normal cell
NCAM1,Cancer stem cell,Kidney,Cancer cell
CD44,Cancer stem cell,Undefined,Cancer cell
KRT7,Trophoblast cell,Placenta,Normal cell
EZR,Podocyte,Renal glomerulus,Normal cell
EZR,Glomerular epithelial cell,Renal glomerulus,Normal cell
NA,Stromal stem cell,Periodontal ligament,Normal cell
IMMT,Dental pulp stem cell,Dental pulp,Normal cell
"ANPEP, ITGB1, PECAM1, CD34, CD44",Adipose-derived stem cell,Subcutaneous adipose tissue,Normal cell
DEFA5,Paneth cell,Pyloric gland,Normal cell
CD24,B cell,Bone marrow,Normal cell
"CD24, CD79A",B cell,Bone marrow,Normal cell
PROM1,Dermal papilla cell,Hair follicle,Normal cell
NA,Spermatogonial stem cell,Testis,Normal cell
GFAP,Schwann cell,Intervertebral disc,Normal cell
CD34,Endothelial cell,Intervertebral disc,Normal cell
"IL6ST, LIFR",Mesenchymal stromal cell,Bone marrow,Normal cell
CD24,Liver progenitor cell,Liver,Normal cell
"ALPL, POU5F1, FUT4, NA, NA, PODXL",Pluripotent stem cell,Embryo,Normal cell
FXYD2,Beta cell,Pancreas,Normal cell
NGFR,Mesenchymal stem cell,Bone marrow,Normal cell
NA,Cancer cell,Undefined,Cancer cell
"IL2RA, CD69",T cell,Undefined,Cancer cell
PAX5,B cell,Lymphoid tissue,Normal cell
CD34,Endothelial cell,Corpus luteum,Normal cell
"CD24, DPP4, CD9, TFF2",Cancer stem cell,Undefined,Cancer cell
"ENG, NGFR, ITGA1, THY1",Adipose-derived stem cell,Adipose tissue,Normal cell
ALDH1A1,Cancer stem cell,Undefined,Cancer cell
TSC-22 family,Basal cell,Prostate,Normal cell
MUC8,Ciliated cell,Nasal epithelium,Normal cell
"CD34, CD44, PTPRC, NT5E, THY1",Multipotent stem cell,Adventitia,Normal cell
VWF,Endothelial cell,Heart,Normal cell
CXCR4,Pancreatic stem cell,Pancreatic acinar tissue,Normal cell
CXCR4,Endocrine progenitor cell,Pancreatic acinar tissue,Normal cell
"CD24, CD44",Cancer stem cell,Undefined,Cancer cell
NES,Cancer stem cell,Thyroid,Cancer cell
CD151,Basal cell,Airway epithelium,Normal cell
"CD44, NT5E, CD9, THY1",Adipose-derived stem cell,Adipose tissue,Normal cell
PROM1,Cancer stem cell,Gall bladder,Cancer cell
CD44,Muller glia precursor cell,Retina,Normal cell
TP63,Basal cell,Prostate,Normal cell
"SOX1, SOX2, SOX9",Neural stem cell,Brain,Normal cell
"CD44, EPCAM",Cancer stem cell,Stomach,Cancer cell
"ENG, ITGB1, PECAM1, CD34, CD44, PTPRC, NT5E, HLA-DR family, NA",Mesenchymal stem cell,Umbilical cord,Normal cell
"ENG, CD14, ITGB1, PECAM1, CD34, CD44, PTPRC, NT5E, THY1",Fibroblast,Vocal fold,Normal cell
"PROM1, FUT4, ALCAM, CD24, CD44",Cancer stem cell,Undefined,Normal cell
CD44,Cancer stem cell,Undefined,Cancer cell
NA,T cell,Blood,Normal cell
NA,Null cell,Blood,Normal cell
"PROM1, CD24, CD34, PTPRC",Central nervous system stem cell,Fetal brain,Normal cell
BMPR1B,Osteogenic precursor-like cell,Dermis,Normal cell
"CD19, CD27, CD40LG",B cell,Peripheral blood,Normal cell
CD4,CD4+ T cell,Peripheral blood,Normal cell
"BCL2, ITGB2, IL2RA, TNFRSF8, PTPRC, B3GAT1, FAS, PRF1",CD4-CD28+ T cell,Peripheral blood,Normal cell
"BCL2, ITGB2, IL2RA, TNFRSF8, PTPRC, B3GAT1, FAS, PRF1",CD4-CD28- T cell,Peripheral blood,Normal cell
FSHR,Luteinizing granulosa cell,Ovarian follicle,Normal cell
"CD14, PTPRC",Monocyte,Subcutaneous adipose tissue,Normal cell
"CD14, PTPRC",Macrophage,Subcutaneous adipose tissue,Normal cell
"CD14, MRC1, PTPRC",Macrophage,Adipose tissue,Normal cell
CSPG4,Mesenchymal stromal cell,Bone marrow,Normal cell
CD4,T helper cell,Peripheral blood,Normal cell
CD8A,Suppressor T cell,Peripheral blood,Normal cell
CD8A,Cytotoxic T cell,Peripheral blood,Normal cell
NCAM1,Natural killer cell,Peripheral blood,Normal cell
CD19,B cell,Peripheral blood,Normal cell
BHLHE40,Decidual cell,Blood,Normal cell
"IL2RA, ITGB1, CD4, TFRC",Activated CD4+ T cell,Blood,Normal cell
FZD9,Mesenchymal stem cell,Placenta,Normal cell
PROM1,Cancer stem cell,Undefined,Normal cell
CD34,Hair follicle cell,Hair follicle,Normal cell
CD4,T cell,Ascites,Cancer cell
CD8A,T cell,Ascites,Cancer cell
"NCAM1, [FCGR3A, FCGR3B], [CD3D, CD3E, CD3G]",Natural killer cell,Ascites,Cancer cell
"IL2RA, CD4, FOXP3",Regulatory T (Treg) cell,Ascites,Cancer cell
PROM1,Cancer stem cell,Brain,Cancer cell
ENTPD1,Regulatory T (Treg) cell,Peripheral blood,Normal cell
"MCAM, PECAM1, CD34",Pericyte,Subcutaneous adipose tissue,Normal cell
"PECAM1, CD34",Mature endothelial cell,Subcutaneous adipose tissue,Normal cell
"PECAM1, CD34",Immature endothelial cell,Subcutaneous adipose tissue,Normal cell
"[CD3D, CD3E, CD3G], NCAM1",Cytokine induced killer cell,Blood,Cancer cell
"[CD3D, CD3E, CD3G], NCAM1",Cytokine induced killer cell,Blood,Cancer cell
"[CD3D, CD3E, CD3G], NCAM1",Cytokine induced killer cell,Blood,Cancer cell
"[CD3D, CD3E, CD3G], NCAM1",Cytokine induced killer cell,Blood,Cancer cell
"IL2RA, CD4",Regulatory T (Treg) cell,Blood,Cancer cell
"IL2RA, CD4",Regulatory T (Treg) cell,Blood,Cancer cell
"IL2RA, CD4",Regulatory T (Treg) cell,Blood,Cancer cell
"IL2RA, CD4",Regulatory T (Treg) cell,Blood,Cancer cell
CD34,Hematopoietic stem cell,Peripheral blood,Normal cell
"CD14, KDR",CD14+ endothelial progenitor cell,Blood,Normal cell
ENTPD1,Regulatory T (Treg) cell,Peripheral blood,Normal cell
SIGLEC12,Lymphocyte,Peripheral blood,Normal cell
"ENG, NT5E, THY1",Mesenchymal stem cell,Undefined,Normal cell
CD34,Monocyte,Umbilical cord blood,Normal cell
CR1,Dendritic cell,Synovium,Normal cell
"CCR7, [CD3D, CD3E, CD3G], CD4, PTPRC, SELL, CD8A, TRA, TRB",Monocyte,Peripheral blood,Normal cell
"VCAM1, ITGB1, CD34, CD44, PTPRC, HLA-ABC family",Dedifferentiation adipocyte,Adipose tissue,Normal cell
"VCAM1, ITGB1, CD34, CD44, PTPRC, HLA-ABC family",Adipose-derived stem cell,Adipose tissue,Normal cell
"KRT19, KRT7",Bile duct cell,Liver,Normal cell
"MCAM, NA",Dental pulp stem cell,Molar,Normal cell
"[CD3D, CD3E, CD3G]",T cell,Tonsil,Normal cell
"MS4A1, CR2, FCER2, CD40, ST6GAL1",B cell,Tonsil,Normal cell
"[ITGAL, ITGAM, ITGAX, ITGAD], CD14, [FCGR3A, FCGR3B], CR1, FCGR2C",Myeloid cell,Tonsil,Normal cell
CMD1B,Follicular dendritic cell,Tonsil,Normal cell
PTPRC,Hematopoietic cell,Bone marrow,Normal cell
CD34,Hematopoietic progenitor cell,Bone marrow,Normal cell
KIT,Hematopoietic cell,Bone marrow,Normal cell
PECAM1,Platelet,Bone marrow,Normal cell
PECAM1,Monocyte,Bone marrow,Normal cell
PECAM1,Endothelial cell,Bone marrow,Normal cell
PROM1,Neural stem cell,Bone marrow,Normal cell
PROM1,Hematopoietic stem cell,Bone marrow,Normal cell
IL3RA,Basophil,Blood,Normal cell
"CD34, NCAM1",Muscle-derived cell,Skeletal muscle,Normal cell
"KIT, CD34, VCAM1, KDR",Muscle-derived cell,Skeletal muscle,Normal cell
MSI1,Endometrial stem cell,Endometrium,Normal cell
TP63,Basal cell,Submandibular gland,Normal cell
CD34,Mature endothelial cell,Blood,Normal cell
CD34,Progenitor-like angiogenesis-promoting cell,Blood,Normal cell
PROM1,Cancer stem cell,Undefined,Cancer cell
PECAM1,Adipose-derived stromal cell,Adipose tissue,Normal cell
PECAM1,Adipose-derived stem cell,Adipose tissue,Normal cell
"ENG, NT5E, THY1",Mesenchymal stem cell,Embryonic stem cell,Normal cell
SLC31A2,Cancer cell,Kidney,Cancer cell
FOLR1,Dopaminergic neuron,Midbrain,Normal cell
"ABCB5, NGFR, MCAM, SMCP",Cancer cell,Peripheral blood,Cancer cell
ACTA2,Smooth muscle cell,Blood vessel,Normal cell
CPM,Alveolar epithelial progenitor cell,Embryonic stem cell,Normal cell
PROM1,Neural stem cell,Brain,Normal cell
FOLH1,Cancer cell,Blood,Cancer cell
"ENG, VCAM1, CD34, CD44, PTPRC, NT5E, THY1",Adipose-derived stromal cell,Adipose tissue,Normal cell
"ENG, ITGB1, CD44, MYC, KLF4, NANOG, POU5F1, SOX2",Adipose-derived stem cell,Adipose tissue,Normal cell
"ENG, ITGB1, CD44, MYC, KLF4, NANOG, POU5F1, SOX2",Adipose-derived stromal cell,Adipose tissue,Normal cell
"MAP2, RBFOX3, Synapsin family, TUBB3",Neuron,Adipose tissue,Normal cell
PROM1,Cancer stem cell,Undefined,Cancer cell
"ALDH1A1, CD24, CD44",Cancer stem cell,Undefined,Cancer cell
"IL7R, [CD3D, CD3E, CD3G]",IL-17Ralpha T cell,Peripheral blood,Normal cell
"PROM1, CD34, KIT",Hematopoietic stem cell,Corneal endothelium,Normal cell
"ITGB1, NA, TGF-beta family, VIM",Mesenchymal stem cell,Corneal endothelium,Normal cell
"TGF-beta family, ACTA2",Fibroblast,Corneal endothelium,Normal cell
"PROM1, NA, VEGFA, FLT1",Corneal endothelial cell,Corneal endothelium,Normal cell
TGM2,Cancer cell,Esophagus,Cancer cell
TNFRSF10A,Cancer cell,Undefined,Cancer cell
EPCAM,Cancer cell,Blood,Cancer cell
"ENG, ITGB1, CD44, NT5E, THY1",Mesenchymal stem cell,Skeletal muscle,Normal cell
"ENG, ITGB1, CD44, NT5E, THY1",Mesenchymal stromal cell,Skeletal muscle,Normal cell
THY1,Cancer stem cell,Undefined,Cancer cell
ALDH1A1,Cancer cell,Undefined,Cancer cell
ABCG2,Corneal epithelial progenitor cell,Embryonic stem cell,Normal cell
HLA-ABC family,Cancer cell,Blood,Cancer cell
PTK7,Colonic stem cell,Colon,Normal cell
"ANPEP, NA, PODXL",Pluripotent stem cell,Skin,Normal cell
"EPCAM, ERBB2, NPEPPS",Cancer cell,Blood,Cancer cell
"EPCAM, ERBB2, NPEPPS",Cancer cell,Blood,Cancer cell
"EPCAM, POU5F1, SALL4",Cancer cell,Peripheral blood,Cancer cell
"CD158 family, [FCGR3A, FCGR3B], KLRK1, NCAM1, KLRD1, FASLG, NCR1",Natural killer cell,Adipose tissue,Normal cell
"[CD3D, CD3E, CD3G], CD68, ATP6AP2",Infiltrated mononuclear cell,Kidney,Normal cell
"MME, THBD",Adipose-derived stem cell,Subcutaneous adipose tissue,Normal cell
"MME, THBD",Adipose-derived stromal cell,Subcutaneous adipose tissue,Normal cell
"F3, CD200",Adipose-derived stromal cell,Visceral adipose tissue,Normal cell
"F3, CD200",Adipose-derived stem cell,Visceral adipose tissue,Normal cell
"CD27, CD4, PTPRC, SELL, CD8A",Naive T cell,Peripheral blood,Normal cell
"CD27, CD4, PTPRC, SELL, CD8A",Central memory T cell,Peripheral blood,Normal cell
"CD27, CD4, PTPRC, SELL, CD8A",Effector memory T cell,Peripheral blood,Normal cell
"CD27, CD4, PTPRC, SELL, CD8A",Effector T cell,Peripheral blood,Normal cell
"CD24, CD44",Cancer stem cell,Undefined,Cancer cell
"BHLHA15, RUNX1, SOX2, TNFRSF19",Gastric stem cell,Gastric corpus,Normal cell
"CDH2, TEK",Cancer stem cell,Blood,Cancer cell
POU5F1,Cancer stem cell,Undefined,Cancer cell
F8,Endothelial cell,Undefined,Cancer cell
"PROM1, NES",Cancer stem cell,Undefined,Cancer cell
MS4A1,Cancer cell,Undefined,Cancer cell
MS4A1,B cell,Undefined,Cancer cell
CD8A,T cell,Undefined,Cancer cell
"PROM1, CD24, CD44, EPCAM",Cancer stem cell,Undefined,Cancer cell
"ENG, CD14, CD19, CD34, PTPRC, NT5E, THY1, HLA-DR family",Mesenchymal stem cell,Bone marrow,Normal cell
"PTPRC, CDR2, EPCAM",Cortical thymus epithelial cell,Thymus,Normal cell
"PTPRC, CDR2, EPCAM",Medullary thymus epithelial cell,Thymus,Normal cell
PROM1,Cancer stem cell,Larynx,Cancer cell
PROM1,Cancer stem cell,Undefined,Cancer cell
"ANPEP, FCGR3B, PTPRC",Neutrophil,Pluripotent stem cell,Normal cell
"ALCAM, VCAM1, SIRPA",Cardiac progenitor cell,Embryonic stem cell,Normal cell
"ALCAM, VCAM1, SIRPA",Cardiomyocyte,Embryonic stem cell,Normal cell
"ENG, CD34, CD44, NT5E, THY1, HLA-ABC family, HLA-DR family",Mesenchymal stem cell,Embryonic stem cell,Normal cell
"ENG, CD34, CD44, NT5E, THY1, HLA-ABC family, HLA-DR family",Mesenchymal stem cell,Bone marrow,Normal cell
"ENG, CD34, CD44, NT5E, THY1, HLA-ABC family, HLA-DR family",Mesenchymal stem cell,Foreskin,Normal cell
"ENG, CD14, CD19, PECAM1, CD34, CD44, PTPRC, NT5E, THY1",Mesenchymal stromal cell,Lymph,Normal cell
ROS1,M1 macrophage,Undefined,Normal cell
HLA-DR family,M2 macrophage,Undefined,Normal cell
MCAM,Tumor-propagating cell,Undefined,Cancer cell
PROM1,Cancer stem cell,Undefined,Cancer cell
ALDH1A1,Cancer stem cell,Undefined,Cancer cell
ALDH1A1,Cancer stem cell,Undefined,Cancer cell
SUSD2,Mesenchymal stem cell,Bone marrow,Normal cell
SUSD2,Mesenchymal stromal cell,Bone marrow,Normal cell
"ENG, MCAM, THY1, NA",Mesenchymal stem cell,Tooth,Normal cell
NA,Cancer cell,Undefined,Cancer cell
"ALDH family, CD44, TFRC, ITGA6",Keratinocyte,Skin,Normal cell
CXADR,Flk1+ mesodermal cell,Pluripotent stem cell,Normal cell
"AFP, PROM1, CD44, THY1, EPCAM",Cancer stem cell,Undefined,Cancer cell
NCR1,Natural killer cell,Splenic red pulp,Normal cell
NCR1,Natural killer cell,Lymph node,Normal cell
NCR1,Natural killer cell,Lung,Normal cell
NCR1,Natural killer cell,Gut,Normal cell
ITGA6,Colony-forming cell,Prostate,Normal cell
"ANPEP, PROM1",Hepatic progenitor-like cell,Pluripotent stem cell,Normal cell
"CD24, CD44",Cancer stem cell,Undefined,Cancer cell
ALDH family,Cancer stem cell,Undefined,Cancer cell
"CD200, ITGA6",Neural stem cell,Undefined,Cancer cell
"CD34, PTPRC, KDR",Endothelial progenitor cell,Blood,Normal cell
"[CD3D, CD3E, CD3G], PECAM1, CXCR4",Angiogenic T cell,Blood,Normal cell
PROM1,Cancer stem cell,Undefined,Cancer cell
NA,Multipotent postnatal stem cell,Bone,Normal cell
NA,Multipotent postnatal progenitor cell,Bone,Normal cell
"CD24, CD44, PTPRC, EPCAM, ITGB1, PLAUR",Cancer cell,Blood,Cancer cell
"PROM1, CD44",Cancer stem cell,Undefined,Cancer cell
"ITGA2B, GP1BA, POU5F1, SOX2",Megakaryocyte,Undefined,Normal cell
NOTCH3,Liver stem cell,Fetal liver,Normal cell
NOTCH3,Liver progenitor cell,Fetal liver,Normal cell
ASPM,Oxyntic stem cell,Stomach,Normal cell
ASPM,Oxyntic progenitor cell,Stomach,Cancer cell
ASPM,Oxyntic stem cell,Stomach,Cancer cell
ASPM,Oxyntic progenitor cell,Stomach,Normal cell
"PROM1, CD44",Cancer stem cell,Undefined,Cancer cell
"ENG, THY1",Mesenchymal stem cell,Undefined,Cancer cell
SLC2A2,Pancreatic progenitor cell,Embryonic stem cell,Normal cell
MS4A1,Cancer cell,Blood,Cancer cell
VCAM1,Cardiomyocyte,Pluripotent stem cell,Normal cell
VCAM1,Cardiomyocyte,Embryonic stem cell,Normal cell
F3,Pancreatic endoderm cell,Embryonic stem cell,Normal cell
CD200,Endocrine cell,Embryonic stem cell,Normal cell
CDCP1,Endocrine cell,Embryonic stem cell,Normal cell
CD9,Cancer stem cell,Undefined,Cancer cell
NGFR,Epithelial stem cell,Laryngeal squamous epithelium,Normal cell
"KIT, PROM1",Stromal cell,Undefined,Cancer cell
"KIT, PROM1",Mesenchymal stem cell,Undefined,Cancer cell
CD44,Cancer stem cell,Undefined,Cancer cell
"CD44, FLOT2",Cancer stem cell,Undefined,Cancer cell
"PROM1, CD44, FLOT2",Cancer stem cell,Undefined,Cancer cell
SIRPA,Cardiomyocyte,Embryonic stem cell,Normal cell
SIRPA,Cardiomyocyte,Pluripotent stem cell,Normal cell
THY1,Fibroblast,Embryonic stem cell,Normal cell
